,background,params,distance
124,2_frame_hard,"{'h': 0.5, 'c': 1.7, 'b': 1.1}",47483.109187777554
116,2_frame_hard,"{'h': 0.4, 'c': 1.7, 'b': 1.7}",44753.13859319005
110,2_frame_hard,"{'h': 0.4, 'c': 0.4, 'b': 1.7}",44753.13859319005
113,2_frame_hard,"{'h': 0.4, 'c': 1.1, 'b': 1.7}",44753.13859319005
136,2_frame_hard,"{'h': -0.25, 'c': 0.4, 'b': 1.1}",41773.73553568411
142,2_frame_hard,"{'h': -0.25, 'c': 1.7, 'b': 1.1}",41773.73553568411
139,2_frame_hard,"{'h': -0.25, 'c': 1.1, 'b': 1.1}",41773.73553568411
101,2_frame_hard,"{'h': 0.3, 'c': 0.4, 'b': 1.7}",41635.11624111895
104,2_frame_hard,"{'h': 0.3, 'c': 1.1, 'b': 1.7}",41635.11624111895
107,2_frame_hard,"{'h': 0.3, 'c': 1.7, 'b': 1.7}",41635.11624111895
98,2_frame_hard,"{'h': 0.2, 'c': 1.7, 'b': 1.7}",39344.84058066433
92,2_frame_hard,"{'h': 0.2, 'c': 0.4, 'b': 1.7}",39344.84058066433
95,2_frame_hard,"{'h': 0.2, 'c': 1.1, 'b': 1.7}",39344.84058066433
130,2_frame_hard,"{'h': -0.15, 'c': 1.1, 'b': 1.1}",37619.49555225007
127,2_frame_hard,"{'h': -0.15, 'c': 0.4, 'b': 1.1}",37619.49555225007
133,2_frame_hard,"{'h': -0.15, 'c': 1.7, 'b': 1.1}",37619.49555225007
86,2_frame_hard,"{'h': 0.1, 'c': 1.1, 'b': 1.7}",36152.780403834
89,2_frame_hard,"{'h': 0.1, 'c': 1.7, 'b': 1.7}",36152.780403834
83,2_frame_hard,"{'h': 0.1, 'c': 0.4, 'b': 1.7}",36152.780403834
109,2_frame_hard,"{'h': 0.4, 'c': 0.4, 'b': 1.1}",33073.59622457544
112,2_frame_hard,"{'h': 0.4, 'c': 1.1, 'b': 1.1}",33073.59622457544
115,2_frame_hard,"{'h': 0.4, 'c': 1.7, 'b': 1.1}",33073.59622457544
100,2_frame_hard,"{'h': 0.3, 'c': 0.4, 'b': 1.1}",29878.10392121711
103,2_frame_hard,"{'h': 0.3, 'c': 1.1, 'b': 1.1}",29878.10392121711
106,2_frame_hard,"{'h': 0.3, 'c': 1.7, 'b': 1.1}",29878.10392121711
132,2_frame_hard,"{'h': -0.15, 'c': 1.7, 'b': 0.4}",29526.142327238722
129,2_frame_hard,"{'h': -0.15, 'c': 1.1, 'b': 0.4}",29526.142327238722
126,2_frame_hard,"{'h': -0.15, 'c': 0.4, 'b': 0.4}",29526.142327238722
81,2_frame_hard,"{'h': 0.1, 'c': 0.4, 'b': 0.4}",29269.62525557241
84,2_frame_hard,"{'h': 0.1, 'c': 1.1, 'b': 0.4}",29269.62525557241
87,2_frame_hard,"{'h': 0.1, 'c': 1.7, 'b': 0.4}",29269.62525557241
159,2_frame_hard,"{'h': -0.45, 'c': 1.7, 'b': 0.4}",28985.4921314939
153,2_frame_hard,"{'h': -0.45, 'c': 0.4, 'b': 0.4}",28985.4921314939
156,2_frame_hard,"{'h': -0.45, 'c': 1.1, 'b': 0.4}",28985.4921314939
117,2_frame_hard,"{'h': 0.5, 'c': 0.4, 'b': 0.4}",28669.456946494734
123,2_frame_hard,"{'h': 0.5, 'c': 1.7, 'b': 0.4}",28669.456946494734
120,2_frame_hard,"{'h': 0.5, 'c': 1.1, 'b': 0.4}",28669.456946494734
141,2_frame_hard,"{'h': -0.25, 'c': 1.7, 'b': 0.4}",28577.13004281357
138,2_frame_hard,"{'h': -0.25, 'c': 1.1, 'b': 0.4}",28577.13004281357
135,2_frame_hard,"{'h': -0.25, 'c': 0.4, 'b': 0.4}",28577.13004281357
96,2_frame_hard,"{'h': 0.2, 'c': 1.7, 'b': 0.4}",28412.802121999488
90,2_frame_hard,"{'h': 0.2, 'c': 0.4, 'b': 0.4}",28412.802121999488
93,2_frame_hard,"{'h': 0.2, 'c': 1.1, 'b': 0.4}",28412.802121999488
99,2_frame_hard,"{'h': 0.3, 'c': 0.4, 'b': 0.4}",27699.931192103493
102,2_frame_hard,"{'h': 0.3, 'c': 1.1, 'b': 0.4}",27699.931192103493
105,2_frame_hard,"{'h': 0.3, 'c': 1.7, 'b': 0.4}",27699.931192103493
111,2_frame_hard,"{'h': 0.4, 'c': 1.1, 'b': 0.4}",27436.099178562956
114,2_frame_hard,"{'h': 0.4, 'c': 1.7, 'b': 0.4}",27436.099178562956
108,2_frame_hard,"{'h': 0.4, 'c': 0.4, 'b': 0.4}",27436.099178562956
144,2_frame_hard,"{'h': -0.35, 'c': 0.4, 'b': 0.4}",26184.789873257083
147,2_frame_hard,"{'h': -0.35, 'c': 1.1, 'b': 0.4}",26184.789873257083
150,2_frame_hard,"{'h': -0.35, 'c': 1.7, 'b': 0.4}",26184.789873257083
97,2_frame_hard,"{'h': 0.2, 'c': 1.7, 'b': 1.1}",25754.58765854712
94,2_frame_hard,"{'h': 0.2, 'c': 1.1, 'b': 1.1}",25754.58765854712
91,2_frame_hard,"{'h': 0.2, 'c': 0.4, 'b': 1.1}",25754.58765854712
85,2_frame_hard,"{'h': 0.1, 'c': 1.1, 'b': 1.1}",20456.075239981485
88,2_frame_hard,"{'h': 0.1, 'c': 1.7, 'b': 1.1}",20456.075239981485
82,2_frame_hard,"{'h': 0.1, 'c': 0.4, 'b': 1.1}",20456.075239981485
